,date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,station_id,station_name,region_name,latitude,longitude,region_id,province_id,province_name
284384,16-02-2011,20.0,28.5,22.7,83.0,0.0,5.7,5.0,270.0,3.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284385,17-02-2011,20.0,29.0,23.3,80.0,,8.0,4.0,270.0,3.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284386,18-02-2011,20.0,29.2,24.0,73.0,4.0,7.7,4.0,270.0,3.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284387,19-02-2011,20.0,29.0,23.7,75.0,0.0,7.8,4.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284388,20-02-2011,20.0,29.2,24.0,70.0,0.0,8.0,5.0,270.0,3.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284389,21-02-2011,20.0,30.3,24.2,72.0,0.0,7.3,6.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284390,22-02-2011,20.0,27.8,23.2,79.0,,3.4,4.0,315.0,3.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284391,23-02-2011,21.0,29.6,24.1,73.0,0.5,6.0,4.0,315.0,2.0,NW,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284392,24-02-2011,21.0,29.2,24.3,74.0,,6.6,4.0,315.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284393,25-02-2011,21.0,29.2,23.4,76.0,0.0,2.0,4.0,315.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284394,26-02-2011,21.0,28.8,24.0,79.0,,7.1,5.0,270.0,2.0,NW,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284395,27-02-2011,21.0,27.8,23.4,80.0,0.0,3.6,4.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284396,28-02-2011,21.0,27.6,22.4,85.0,0.5,0.4,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284397,01-03-2011,21.0,27.8,23.5,73.0,3.5,,5.0,270.0,3.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284398,02-03-2011,21.0,30.8,24.7,70.0,0.0,2.1,3.0,270.0,2.0,NW,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284399,03-03-2011,21.0,27.1,23.1,78.0,0.0,7.6,4.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284400,04-03-2011,21.0,28.0,23.7,78.0,,0.5,4.0,315.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284401,05-03-2011,21.0,28.6,24.0,80.0,0.0,8.0,4.0,270.0,3.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284402,06-03-2011,21.0,29.8,23.5,81.0,,4.1,2.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284403,07-03-2011,20.0,29.7,23.9,76.0,20.5,6.3,4.0,270.0,2.0,NW,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284404,08-03-2011,21.0,29.2,23.4,80.0,0.5,6.6,3.0,270.0,2.0,NW,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284405,09-03-2011,20.0,27.9,23.1,80.0,4.1,0.8,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284406,10-03-2011,20.0,28.8,24.5,74.0,0.0,8.0,3.0,315.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284407,11-03-2011,20.0,29.6,23.4,76.0,0.0,4.0,4.0,270.0,3.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284408,12-03-2011,20.0,29.6,25.2,71.0,9.0,7.0,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284409,13-03-2011,20.0,28.7,24.7,70.0,1.0,8.0,3.0,315.0,2.0,NW,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284410,14-03-2011,20.0,31.2,25.1,64.0,0.0,1.2,2.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284411,15-03-2011,21.0,28.6,23.6,76.0,,4.0,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284412,16-03-2011,19.0,31.4,23.5,70.0,0.0,3.7,3.0,270.0,1.0,NW,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284413,17-03-2011,21.0,27.3,23.6,77.0,1.3,5.0,2.0,225.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284414,18-03-2011,20.0,32.0,23.5,81.0,0.0,3.9,0.0,90.0,0.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284415,19-03-2011,21.0,27.6,23.2,81.0,3.5,5.5,4.0,45.0,2.0,SE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284416,20-03-2011,21.0,29.4,23.4,83.0,9.5,4.0,2.0,270.0,1.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284417,21-03-2011,20.0,28.2,22.8,88.0,0.2,0.4,3.0,270.0,2.0,NW,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284418,22-03-2011,19.0,27.4,22.6,82.0,12.4,2.0,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284419,23-03-2011,19.0,27.4,22.7,75.0,,1.2,2.0,225.0,1.0,SW,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284420,24-03-2011,21.0,28.0,23.5,80.0,0.6,0.5,4.0,270.0,3.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284421,25-03-2011,20.0,27.4,22.6,83.0,16.0,3.0,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284422,26-03-2011,21.0,27.5,23.4,84.0,3.6,2.6,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284423,27-03-2011,21.0,29.4,23.5,80.0,1.5,4.4,4.0,270.0,3.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284424,28-03-2011,20.0,27.0,23.7,72.0,1.2,1.0,2.0,45.0,2.0,NW,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284425,29-03-2011,21.0,29.7,24.3,74.0,0.0,7.2,5.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284426,30-03-2011,21.0,26.4,23.1,77.0,,1.5,5.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284427,31-03-2011,21.0,27.4,22.9,74.0,1.0,2.9,4.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284428,01-04-2011,22.0,28.0,23.6,76.0,5.8,2.4,4.0,270.0,3.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284429,02-04-2011,21.0,35.0,24.4,71.0,0.0,6.6,2.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284430,03-04-2011,22.0,28.9,24.2,69.0,0.0,2.4,4.0,270.0,3.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284431,04-04-2011,21.0,29.8,24.0,76.0,0.2,6.6,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284432,05-04-2011,21.0,29.2,24.2,74.0,10.5,6.5,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284433,06-04-2011,21.0,30.3,24.7,72.0,1.2,7.4,5.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284434,07-04-2011,21.0,36.0,25.2,65.0,,6.6,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284435,08-04-2011,22.0,34.0,24.7,70.0,2.2,3.9,4.0,315.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284436,09-04-2011,21.0,27.4,23.4,76.0,0.5,2.9,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284437,10-04-2011,21.0,29.8,24.6,72.0,0.0,5.2,4.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284438,11-04-2011,22.0,29.0,23.8,79.0,0.8,1.2,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284439,12-04-2011,20.0,30.0,22.8,78.0,26.6,,2.0,270.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284440,13-04-2011,20.0,29.5,23.2,79.0,0.5,3.9,4.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284441,14-04-2011,20.0,28.6,23.0,84.0,1.5,2.4,3.0,270.0,2.0,NE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284442,15-04-2011,20.0,28.5,23.3,81.0,23.2,3.7,3.0,135.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284443,16-04-2011,20.0,29.2,23.2,82.0,1.5,4.5,2.0,270.0,1.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284444,17-04-2011,20.0,32.0,23.7,78.0,42.9,5.7,2.0,270.0,2.0,N ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284445,18-04-2011,19.0,29.4,22.2,83.0,2.1,5.1,3.0,135.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284446,19-04-2011,19.0,28.0,23.2,80.0,4.2,3.7,2.0,90.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284447,20-04-2011,20.0,28.0,22.7,82.0,0.0,3.9,3.0,45.0,2.0,NE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284448,21-04-2011,21.0,28.0,23.7,82.0,11.5,1.4,3.0,45.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284449,22-04-2011,20.0,30.0,23.3,84.0,8.5,4.3,3.0,90.0,2.0,S ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284450,23-04-2011,21.0,28.8,23.5,85.0,46.0,4.3,2.0,45.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284451,24-04-2011,20.0,27.0,23.5,88.0,7.3,2.0,2.0,270.0,1.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284452,25-04-2011,19.0,27.6,22.2,84.0,10.0,3.0,3.0,90.0,1.0,SW,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284453,26-04-2011,20.0,27.2,22.8,85.0,21.4,3.1,2.0,270.0,2.0,NE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284454,27-04-2011,19.0,26.4,22.2,90.0,18.6,2.4,2.0,270.0,,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284455,28-04-2011,20.0,29.0,21.6,90.0,58.0,4.7,2.0,45.0,2.0,NE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284456,29-04-2011,18.0,29.4,22.6,84.0,73.5,5.4,2.0,270.0,1.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284457,30-04-2011,20.0,27.8,23.3,80.0,3.0,4.5,3.0,315.0,2.0,SE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284458,01-05-2011,21.0,28.8,22.9,83.0,8.2,3.9,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284459,02-05-2011,20.0,30.0,23.8,80.0,11.9,3.5,2.0,,2.0,,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284460,03-05-2011,20.0,30.0,23.7,79.0,7.5,6.3,4.0,315.0,2.0,NW,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284461,04-05-2011,20.0,30.2,24.1,75.0,0.0,7.9,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284462,05-05-2011,20.0,25.0,22.5,80.0,2.4,0.0,2.0,270.0,1.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284463,06-05-2011,20.0,29.0,23.3,77.0,8.2,6.2,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284464,07-05-2011,20.0,27.2,23.6,80.0,1.0,2.6,4.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284465,08-05-2011,20.0,28.4,23.3,80.0,0.5,2.8,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284466,09-05-2011,19.0,31.0,23.8,80.0,2.1,2.4,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284467,10-05-2011,19.0,28.8,24.4,79.0,0.0,4.6,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284468,11-05-2011,20.0,30.0,24.6,79.0,0.0,6.1,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284469,12-05-2011,21.0,28.4,25.3,77.0,0.0,5.2,2.0,270.0,1.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284470,13-05-2011,20.0,30.0,24.0,83.0,0.5,5.7,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284471,14-05-2011,21.0,28.6,23.6,83.0,1.2,2.7,1.0,270.0,1.0,,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284472,15-05-2011,21.0,27.2,23.2,86.0,22.6,4.4,3.0,360.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284473,16-05-2011,19.0,30.0,23.0,82.0,4.5,7.1,3.0,270.0,2.0,SE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284474,17-05-2011,19.0,29.8,23.7,75.0,4.2,7.5,4.0,315.0,2.0,NE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284475,18-05-2011,20.0,25.8,23.4,83.0,3.5,1.3,3.0,360.0,2.0,N ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284476,19-05-2011,19.0,28.0,23.0,80.0,,3.7,3.0,90.0,2.0,NE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284477,20-05-2011,19.0,29.0,22.4,83.0,0.0,4.3,5.0,360.0,2.0,NE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284478,21-05-2011,18.0,27.4,22.4,85.0,17.6,4.3,4.0,90.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284479,22-05-2011,19.0,29.0,23.2,80.0,1.3,4.3,2.0,90.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284480,23-05-2011,20.0,29.5,22.9,82.0,0.5,4.9,4.0,315.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284481,24-05-2011,19.0,29.8,24.0,81.0,56.0,3.6,2.0,270.0,1.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284482,25-05-2011,20.0,29.4,24.1,76.0,8.5,7.5,4.0,270.0,3.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284483,26-05-2011,20.0,29.0,24.0,78.0,0.5,6.8,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284484,27-05-2011,21.0,29.4,24.2,81.0,29.0,5.7,3.0,270.0,2.0,NE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284485,28-05-2011,21.0,30.2,24.4,80.0,0.9,5.9,3.0,270.0,1.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284486,29-05-2011,19.0,30.0,23.7,76.0,0.0,6.8,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284487,30-05-2011,19.0,29.2,24.2,70.0,0.0,6.2,3.0,315.0,1.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284488,31-05-2011,19.0,29.4,23.8,76.0,0.8,3.4,2.0,45.0,1.0,NE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284489,01-06-2011,20.0,28.8,23.3,84.0,,3.6,4.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284490,02-06-2011,20.0,29.6,23.8,82.0,44.4,3.0,2.0,90.0,2.0,SE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284491,03-06-2011,20.0,30.4,24.2,77.0,0.0,5.5,3.0,45.0,2.0,NE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284492,04-06-2011,20.0,29.4,23.4,87.0,0.0,2.9,2.0,90.0,1.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284493,05-06-2011,19.0,29.2,23.9,80.0,0.0,5.1,3.0,315.0,2.0,NW,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284494,06-06-2011,18.0,29.6,23.3,76.0,15.4,7.9,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284495,07-06-2011,20.0,29.4,23.9,78.0,0.0,6.5,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284496,08-06-2011,20.0,29.2,24.3,76.0,0.0,7.7,4.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284497,09-06-2011,20.0,30.0,24.2,76.0,0.0,7.8,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284498,10-06-2011,20.0,29.6,24.1,66.0,0.0,8.0,4.0,270.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284499,11-06-2011,19.0,29.4,23.6,69.0,,5.3,2.0,90.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284500,12-06-2011,19.0,29.3,22.8,74.0,0.0,5.5,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284501,13-06-2011,19.0,29.4,23.8,74.0,0.0,7.9,4.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284502,14-06-2011,19.0,29.8,24.0,74.0,0.0,7.3,4.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284503,15-06-2011,18.0,30.0,22.8,70.0,34.5,8.0,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284504,16-06-2011,17.0,30.2,22.4,66.0,0.0,7.2,2.0,90.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284505,17-06-2011,17.0,30.2,22.7,69.0,0.0,8.0,3.0,90.0,2.0,NE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284506,18-06-2011,16.0,29.2,21.9,70.0,0.0,7.7,4.0,270.0,2.0,NE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284507,19-06-2011,16.0,28.0,22.5,72.0,,6.0,3.0,90.0,2.0,SE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284508,20-06-2011,17.0,27.6,22.3,73.0,0.0,4.5,4.0,135.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284509,21-06-2011,18.0,29.4,23.0,71.0,0.0,5.5,3.0,45.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284510,22-06-2011,18.0,29.6,23.4,74.0,0.0,7.5,3.0,270.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284511,23-06-2011,18.0,29.8,23.2,70.0,0.0,8.0,4.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284512,24-06-2011,19.0,29.0,23.7,72.0,0.0,7.6,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284513,25-06-2011,18.0,31.0,23.1,71.0,0.0,7.5,2.0,90.0,2.0,,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284514,26-06-2011,16.0,29.4,22.0,72.0,0.0,6.9,3.0,90.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284515,27-06-2011,20.0,28.4,23.5,78.0,0.0,1.9,3.0,90.0,2.0,NE,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284516,28-06-2011,21.0,28.2,23.5,80.0,1.9,2.7,2.0,90.0,1.0,,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284517,29-06-2011,20.0,27.6,23.1,80.0,5.6,3.6,2.0,90.0,1.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284518,30-06-2011,21.0,27.0,22.8,86.0,15.8,2.0,3.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284519,01-07-2011,19.0,25.8,21.8,84.0,13.8,2.9,2.0,90.0,1.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284520,02-07-2011,18.0,29.4,22.4,78.0,,7.8,3.0,270.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284521,03-07-2011,19.0,28.2,22.9,78.0,0.0,6.7,2.0,270.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284522,04-07-2011,19.0,31.0,23.3,75.0,0.0,7.4,3.0,180.0,2.0,W ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284523,05-07-2011,21.0,29.2,24.3,78.0,0.0,7.3,3.0,270.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284524,06-07-2011,19.0,29.6,23.4,63.0,1.4,7.7,3.0,90.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
284525,07-07-2011,17.0,29.6,22.4,69.0,0.0,6.6,2.0,225.0,2.0,E ,96783,Stasiun Geofisika Bandung,Kota Bandung,-6.88356,107.59733,177,12,Jawa Barat
